-- Bus Driver
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0001', 'C008', 'DRV510134R', DATE '2027-07-13', 'Joseph', 'Mack', '+60-12-1301016', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0239', 'C003', 'DRV877750R', DATE '2032-04-07', 'Thomas', 'Griffin', '+60-15-9137732', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0240', 'C004', 'DRV704611I', DATE '2031-03-24', 'Samuel', 'Mcintyre', '+60-19-7972738', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0241', 'C009', 'DRV548762B', DATE '2027-12-27', 'Denise', 'Cline', '+60-14-6557816', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0242', 'C005', 'DRV156318I', DATE '2028-04-25', 'Rebecca', 'Bishop', '+60-13-8464865', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0243', 'C005', 'DRV320109Y', DATE '2032-02-13', 'Patrick', 'Elliott', '+60-18-4950038', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0244', 'C001', 'DRV812452Q', DATE '2028-11-02', 'Jesse', 'Brown', '+60-11-5891495', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0245', 'C006', 'DRV786679L', DATE '2033-09-20', 'Kristy', 'Wallace', '+60-19-3726300', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0246', 'C014', 'DRV937664C', DATE '2031-04-12', 'Catherine', 'Waters', '+60-12-1779090', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0247', 'C015', 'DRV193462T', DATE '2029-08-13', 'Rebekah', 'Young', '+60-12-1062228', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0248', 'C015', 'DRV365376Z', DATE '2033-09-26', 'Lindsey', 'Levine', '+60-13-6303517', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0249', 'C013', 'DRV464081J', DATE '2033-03-13', 'Amy', 'Richardson', '+60-15-9015666', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0250', 'C005', 'DRV514792J', DATE '2028-12-07', 'Vanessa', 'Cooper', '+60-18-5785882', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0251', 'C011', 'DRV112345A', DATE '2028-01-01', 'Liam', 'Johnson', '+60-12-3456789', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0252', 'C012', 'DRV223456B', DATE '2029-02-14', 'Olivia', 'Williams', '+60-13-4567890', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0253', 'C013', 'DRV334567C', DATE '2030-03-20', 'Noah', 'Brown', '+60-14-5678901', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0254', 'C014', 'DRV445678D', DATE '2027-04-10', 'Emma', 'Jones', '+60-16-6789012', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0255', 'C015', 'DRV556789E', DATE '2031-05-25', 'Ava', 'Garcia', '+60-17-7890123', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0256', 'C016', 'DRV667890F', DATE '2032-06-30', 'Oliver', 'Miller', '+60-18-8901234', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0257', 'C017', 'DRV778901G', DATE '2033-07-15', 'Sophia', 'Davis', '+60-19-9012345', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0258', 'C018', 'DRV889012H', DATE '2028-08-22', 'Isabella', 'Rodriguez', '+60-11-0123456', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0259', 'C019', 'DRV990123I', DATE '2029-09-05', 'Lucas', 'Martinez', '+60-11-0123456', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0260', 'C020', 'DRV463807W', DATE '2034-06-30', 'Ryan', 'Davis', '+60-18-4233898', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0261', 'C020', 'DRV456478W', DATE '2035-07-23', 'Brent', 'Sandoval', '+60-12-4638776', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0262', 'C004', 'DRV624645N', DATE '2028-05-16', 'Robert', 'Moore', '+60-12-6576360', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0263', 'C018', 'DRV744714B', DATE '2031-11-10', 'George', 'Hubbard', '+60-16-3905973', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0264', 'C015', 'DRV664117Q', DATE '2032-11-29', 'Joann', 'Krueger', '+60-14-4596429', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0265', 'C017', 'DRV733840M', DATE '2034-12-07', 'Larry', 'Reynolds', '+60-11-7930072', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0266', 'C017', 'DRV267563O', DATE '2029-05-10', 'Robin', 'Thomas', '+60-17-1464988', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0267', 'C015', 'DRV854855P', DATE '2030-07-13', 'Kevin', 'Powers', '+60-12-4956251', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0268', 'C009', 'DRV136971O', DATE '2034-02-21', 'William', 'Mayo', '+60-14-6980656', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0269', 'C014', 'DRV174533Q', DATE '2029-12-30', 'Erik', 'Jackson', '+60-17-4558640', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0270', 'C018', 'DRV819705T', DATE '2035-02-14', 'Paula', 'Wilson', '+60-19-6414684', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0271', 'C015', 'DRV541608O', DATE '2031-10-15', 'Courtney', 'Haynes', '+60-14-3668763', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0272', 'C008', 'DRV848244S', DATE '2035-02-15', 'Jennifer', 'Sims', '+60-10-3019362', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0273', 'C007', 'DRV279266M', DATE '2033-07-13', 'Jesse', 'Little', '+60-18-9990128', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0274', 'C006', 'DRV192034Z', DATE '2030-07-31', 'Laura', 'Reynolds', '+60-11-4858708', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0275', 'C015', 'DRV536570D', DATE '2027-12-19', 'Krystal', 'King', '+60-18-4115119', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0276', 'C012', 'DRV393774L', DATE '2031-09-10', 'Joseph', 'Sanford', '+60-16-7949752', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0277', 'C011', 'DRV466808A', DATE '2030-02-11', 'Tina', 'Smith', '+60-11-6297542', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0278', 'C018', 'DRV613109Y', DATE '2028-03-06', 'Robert', 'Turner', '+60-10-6275793', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0279', 'C018', 'DRV643162M', DATE '2034-12-12', 'Chad', 'Marshall', '+60-18-8769900', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0280', 'C015', 'DRV477533J', DATE '2035-03-24', 'Charles', 'Stephens', '+60-13-6127917', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0281', 'C009', 'DRV953473M', DATE '2028-04-08', 'Kathleen', 'Walsh', '+60-11-7482645', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0282', 'C011', 'DRV435072I', DATE '2029-01-16', 'Joseph', 'Martinez', '+60-19-8352330', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0283', 'C020', 'DRV472572P', DATE '2034-08-06', 'Melissa', 'Wilson', '+60-15-5559554', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0284', 'C012', 'DRV921626K', DATE '2035-01-23', 'Timothy', 'Bell', '+60-12-6304336', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0285', 'C017', 'DRV134394B', DATE '2028-10-03', 'Jerry', 'Howard', '+60-15-9608465', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0286', 'C003', 'DRV398550B', DATE '2030-12-20', 'Joseph', 'Rose', '+60-14-8654409', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0287', 'C017', 'DRV477982B', DATE '2028-05-26', 'Albert', 'Reeves', '+60-14-4141304', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0288', 'C010', 'DRV832563G', DATE '2033-01-02', 'Mary', 'West', '+60-10-7329382', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0289', 'C002', 'DRV445767W', DATE '2029-03-14', 'Gregory', 'White', '+60-17-1742922', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0290', 'C011', 'DRV184933I', DATE '2032-04-17', 'Jamie', 'Chavez', '+60-10-1900797', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0291', 'C003', 'DRV220895K', DATE '2029-01-30', 'Lisa', 'Leonard', '+60-16-6813554', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0292', 'C011', 'DRV976254X', DATE '2030-10-15', 'Jillian', 'Patterson', '+60-19-5908840', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0293', 'C004', 'DRV672871P', DATE '2033-01-23', 'Eugene', 'Holder', '+60-16-9151268', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0294', 'C018', 'DRV965304V', DATE '2032-11-13', 'Mary', 'Compton', '+60-10-4597149', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0295', 'C020', 'DRV332273B', DATE '2033-05-14', 'Amanda', 'Reynolds', '+60-18-2109080', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0296', 'C017', 'DRV991022X', DATE '2026-09-26', 'Jasmine', 'Hall', '+60-18-3387175', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0297', 'C008', 'DRV593291Z', DATE '2034-09-19', 'Jeremiah', 'Harper', '+60-11-6407307', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0298', 'C012', 'DRV188903V', DATE '2029-04-09', 'Sydney', 'Cooper', '+60-19-1903703', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0299', 'C004', 'DRV644203H', DATE '2032-02-02', 'Tara', 'Smith', '+60-11-2257871', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0300', 'C002', 'DRV937470Z', DATE '2034-07-28', 'Matthew', 'Haas', '+60-14-7864002', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0301', 'C020', 'DRV903492G', DATE '2027-07-24', 'John', 'Green', '+60-18-8201228', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0302', 'C013', 'DRV853263I', DATE '2031-04-01', 'Ian', 'White', '+60-10-7512947', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0303', 'C006', 'DRV215570E', DATE '2029-05-07', 'John', 'Martinez', '+60-16-6062493', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0304', 'C012', 'DRV594062V', DATE '2031-05-06', 'Krista', 'Payne', '+60-12-7001577', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0305', 'C009', 'DRV143399B', DATE '2027-08-06', 'Patrick', 'Barnes', '+60-18-2534627', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0306', 'C007', 'DRV619661U', DATE '2032-03-02', 'Laura', 'Jones', '+60-19-1917861', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0307', 'C013', 'DRV769994G', DATE '2034-02-03', 'Yvonne', 'Turner', '+60-19-6131799', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0308', 'C004', 'DRV706478H', DATE '2028-03-17', 'Rebekah', 'Jackson', '+60-10-9363167', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0309', 'C016', 'DRV330841L', DATE '2033-09-27', 'Joshua', 'Cannon', '+60-17-3737676', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0310', 'C014', 'DRV662404H', DATE '2034-10-29', 'Christine', 'Brown', '+60-14-6382520', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0311', 'C001', 'DRV857871Y', DATE '2029-02-28', 'Steven', 'Patterson', '+60-17-9250113', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0312', 'C012', 'DRV406269V', DATE '2028-05-22', 'Zachary', 'Williams', '+60-15-8596216', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0313', 'C020', 'DRV929760U', DATE '2032-12-28', 'Tiffany', 'Anderson', '+60-19-8831375', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0314', 'C007', 'DRV787271B', DATE '2029-12-03', 'Jeffrey', 'Barker', '+60-12-3556982', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0315', 'C009', 'DRV499813S', DATE '2027-10-05', 'Charles', 'Medina', '+60-19-2368335', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0316', 'C017', 'DRV957808T', DATE '2034-10-23', 'Amanda', 'Crawford', '+60-16-8436426', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0317', 'C005', 'DRV711612Q', DATE '2029-11-25', 'Mark', 'Long', '+60-15-9395990', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0318', 'C006', 'DRV151973S', DATE '2030-01-08', 'Zachary', 'Lewis', '+60-15-6862294', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0319', 'C016', 'DRV500771S', DATE '2029-11-29', 'Austin', 'Byrd', '+60-16-7745151', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0320', 'C009', 'DRV625927A', DATE '2029-12-09', 'Connie', 'Evans', '+60-11-8804346', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0321', 'C015', 'DRV624928T', DATE '2034-08-23', 'Justin', 'Ryan', '+60-16-1615135', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0322', 'C006', 'DRV321401Y', DATE '2033-04-17', 'Malik', 'Wright', '+60-18-6399490', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0323', 'C012', 'DRV890986U', DATE '2027-12-13', 'Stephanie', 'Schultz', '+60-14-8917232', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0324', 'C015', 'DRV365330A', DATE '2032-11-04', 'Daniel', 'Kim', '+60-19-4876074', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0325', 'C006', 'DRV851579H', DATE '2027-08-06', 'Jennifer', 'Smith', '+60-10-9834493', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0326', 'C002', 'DRV807812F', DATE '2027-05-09', 'Deborah', 'Myers', '+60-18-1874030', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0327', 'C016', 'DRV578540H', DATE '2032-05-28', 'Diana', 'Jackson', '+60-19-2469630', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0328', 'C012', 'DRV752317B', DATE '2029-12-21', 'Madison', 'Ponce', '+60-12-8814881', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0329', 'C009', 'DRV737712T', DATE '2031-10-18', 'Dawn', 'Sanchez', '+60-16-2590955', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0330', 'C016', 'DRV731522B', DATE '2031-12-01', 'James', 'Rivera', '+60-19-2764570', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0331', 'C001', 'DRV332823A', DATE '2034-10-30', 'Brandy', 'Cannon', '+60-19-7978210', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0332', 'C013', 'DRV934930B', DATE '2030-12-20', 'Rhonda', 'Washington', '+60-10-5347619', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0333', 'C007', 'DRV702697B', DATE '2035-04-21', 'Breanna', 'Moore', '+60-12-3492914', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0334', 'C013', 'DRV949542X', DATE '2035-02-04', 'Alexandria', 'Brewer', '+60-13-1711440', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0335', 'C004', 'DRV637263R', DATE '2029-02-03', 'Danielle', 'Yang', '+60-14-9131684', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0336', 'C013', 'DRV270270W', DATE '2032-10-09', 'Phillip', 'Snyder', '+60-12-6641820', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0337', 'C014', 'DRV192684O', DATE '2030-03-24', 'Jason', 'Johnson', '+60-19-5906692', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0338', 'C006', 'DRV908663Q', DATE '2030-07-10', 'George', 'Mendez', '+60-10-6701260', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0339', 'C002', 'DRV843205L', DATE '2031-02-05', 'John', 'Taylor', '+60-16-8516342', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0340', 'C017', 'DRV507319B', DATE '2035-05-19', 'Patrick', 'Goodman', '+60-13-5860154', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0341', 'C010', 'DRV977277Z', DATE '2026-09-25', 'Caleb', 'Waller', '+60-10-1195488', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0342', 'C011', 'DRV124724M', DATE '2030-07-02', 'Stephanie', 'Barnett', '+60-18-2979515', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0343', 'C012', 'DRV488850R', DATE '2030-11-03', 'Brian', 'Jimenez', '+60-19-7513538', 'inactive');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0344', 'C016', 'DRV923958Z', DATE '2032-05-19', 'James', 'Myers', '+60-11-6938916', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0345', 'C005', 'DRV282593D', DATE '2027-09-26', 'Amanda', 'Collins', '+60-10-2731677', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0346', 'C018', 'DRV104077D', DATE '2033-02-08', 'Tiffany', 'Steele', '+60-14-3656964', 'suspended');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0347', 'C002', 'DRV613289R', DATE '2033-11-03', 'Gregg', 'Perez', '+60-12-9998804', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0348', 'C017', 'DRV608951J', DATE '2027-04-11', 'Jacob', 'Kim', '+60-19-1694695', 'active');
INSERT INTO busDriver (driverId, companyId, licenseNo, licenseExpiry, firstName, lastName, phoneNumber, status) VALUES ('D0349', 'C009', 'DRV687337Q', DATE '2032-06-14', 'Kimberly', 'Bird', '+60-15-9877770', 'suspended');
